"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up"
"Task","868g530c1","HQ Muda Tobias","pré-produção","
","[]","none","",0,0,"","","Tuesday, October 28th 2025, 6:45:28 pm -03:00","Tuesday, February 24th 2026, 2:56:36 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868g7jk1m","Revelação capa Infaernum","complete","
","[]","none","",0,0,"Thursday, November 6th 2025","","Monday, November 3rd 2025, 6:19:27 pm -03:00","Tuesday, November 11th 2025, 10:29:42 am -03:00","Friday, November 7th 2025, 4:39:33 pm -03:00","Friday, November 7th 2025, 4:39:33 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, carrossel]","[Email Marketing]","[]","","","","","","",,0
"Task","868ga2a6q","Revelação capa Infaernum","complete","
","[]","none","",0,0,"Thursday, November 6th 2025","","Sunday, November 9th 2025, 12:41:59 am -03:00","Sunday, November 9th 2025, 12:43:59 am -03:00","Sunday, November 9th 2025, 12:42:04 am -03:00","Sunday, November 9th 2025, 12:42:04 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[infaernum, newsletter]","[Sprint]","[]","","","","","","",,0
"Task","868ga2acc","Falta 1 dia","complete","
","[Diego Bassinello]","none","",0,0,"Monday, November 10th 2025","","Sunday, November 9th 2025, 12:44:09 am -03:00","Monday, November 10th 2025, 8:28:20 pm -03:00","Monday, November 10th 2025, 8:28:20 pm -03:00","Monday, November 10th 2025, 8:28:20 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, infaernum, stories]","[Redes Sociais]","[]","","","","","","",,0
"Task","868ga2b70","Ajustar fixados perfil insta","complete","
","[]","none","",0,0,"Tuesday, November 11th 2025","","Sunday, November 9th 2025, 12:53:16 am -03:00","Tuesday, November 11th 2025, 6:58:28 pm -03:00","Tuesday, November 11th 2025, 6:58:28 pm -03:00","Tuesday, November 11th 2025, 6:58:28 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868gawpe9","Falta apenas 1 dia","complete","
","[]","none","",0,0,"Monday, November 10th 2025","","Tuesday, November 11th 2025, 10:30:01 am -03:00","Tuesday, November 11th 2025, 10:30:19 am -03:00","Tuesday, November 11th 2025, 10:30:19 am -03:00","Tuesday, November 11th 2025, 10:30:19 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868gawpgz","Campanha Iniciada!","complete","
","[]","none","",0,0,"Tuesday, November 11th 2025","","Tuesday, November 11th 2025, 10:30:11 am -03:00","Tuesday, November 11th 2025, 6:58:19 pm -03:00","Tuesday, November 11th 2025, 6:58:19 pm -03:00","Tuesday, November 11th 2025, 6:58:19 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[newsletter, infaernum]","[Sprint]","[]","","","","","","",,0
"Task","868gv63e1","15 dias fim da campanha","complete","Contagem regressiva para o final da campanha
Colocar vídeos do ggtonho e PlayRay
Relembrar dos addons
","[]","none","",0,0,"Friday, December 26th 2025","","Wednesday, December 24th 2025, 2:11:54 pm -03:00","Thursday, December 25th 2025, 9:09:38 pm -03:00","Thursday, December 25th 2025, 9:09:38 pm -03:00","Thursday, December 25th 2025, 9:09:38 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868gv63ef","Formas de jogar - Solo, sem mestre e normal","complete","
","[]","none","",0,0,"Thursday, January 1st 2026","","Wednesday, December 24th 2025, 2:12:01 pm -03:00","Saturday, January 3rd 2026, 10:14:47 pm -03:00","Saturday, January 3rd 2026, 10:14:47 pm -03:00","Saturday, January 3rd 2026, 10:14:47 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, infaernum]","[Email Marketing]","[]","","","","","","",,0
"Task","868gv63ex","Última semana de campanha","complete","
","[]","none","",0,0,"Tuesday, January 6th 2026","","Wednesday, December 24th 2025, 2:12:10 pm -03:00","Tuesday, January 6th 2026, 10:55:46 pm -03:00","Tuesday, January 6th 2026, 10:55:46 pm -03:00","Tuesday, January 6th 2026, 10:55:46 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, infaernum]","[Email Marketing]","[]","","","","","","",,0
"Task","868gv63fm","Últimos dias de campanha","complete","
","[]","none","",0,0,"Friday, January 9th 2026","","Wednesday, December 24th 2025, 2:12:23 pm -03:00","Friday, January 9th 2026, 7:54:31 am -03:00","Friday, January 9th 2026, 7:54:31 am -03:00","Friday, January 9th 2026, 7:54:31 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, infaernum]","[Email Marketing]","[]","","","","","","",,0
"Task","868hhrmxt","O que é Tenebra?","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Tuesday, February 24th 2026","","Wednesday, February 18th 2026, 1:57:07 pm -03:00","Tuesday, February 24th 2026, 11:48:47 pm -03:00","Tuesday, February 24th 2026, 11:48:47 pm -03:00","Tuesday, February 24th 2026, 11:48:47 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[tenebra, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868hhrn0f","É amanhã + Spoiler preços","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Sunday, February 22nd 2026","","Wednesday, February 18th 2026, 1:57:20 pm -03:00","Sunday, February 22nd 2026, 3:59:58 pm -03:00","Sunday, February 22nd 2026, 3:31:26 pm -03:00","Sunday, February 22nd 2026, 3:31:26 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[stories, tenebra, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868hk7fwt","Vídeo anúncio oficial","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Monday, February 23rd 2026","","Sunday, February 22nd 2026, 4:00:11 pm -03:00","Monday, February 23rd 2026, 1:04:58 am -03:00","Monday, February 23rd 2026, 1:04:58 am -03:00","Monday, February 23rd 2026, 1:04:58 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels, tenebra]","[Redes Sociais]","[]","","","","","","",,0
"Task","868hk8bfv","Spoiler preços Tenebra","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Sunday, February 22nd 2026","","Sunday, February 22nd 2026, 8:17:44 pm -03:00","Sunday, February 22nd 2026, 8:17:58 pm -03:00","Sunday, February 22nd 2026, 8:17:49 pm -03:00","Sunday, February 22nd 2026, 8:17:49 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868hk8bhv","Financiamento começou!","complete","
","[Pedro Alberto de Lima]","URGENT","",0,0,"Monday, February 23rd 2026","","Sunday, February 22nd 2026, 8:18:18 pm -03:00","Sunday, February 22nd 2026, 11:53:21 pm -03:00","Sunday, February 22nd 2026, 11:53:21 pm -03:00","Sunday, February 22nd 2026, 11:53:21 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868hkd539","Novidades Catarse - Andamento e Spoilers","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Thursday, March 5th 2026","","Monday, February 23rd 2026, 10:51:59 am -03:00","Tuesday, March 17th 2026, 12:10:40 am -03:00","Tuesday, March 17th 2026, 12:10:40 am -03:00","Tuesday, March 17th 2026, 12:10:40 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868hkd57j","Novidades Catarse - Tenebra RPG","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, February 25th 2026","","Monday, February 23rd 2026, 10:52:26 am -03:00","Thursday, February 26th 2026, 2:29:00 pm -03:00","Thursday, February 26th 2026, 2:29:00 pm -03:00","Thursday, February 26th 2026, 2:29:00 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, tenebra]","[Email Marketing]","[]","","","","","","",,0
"Task","868hkfbez","Banner home page Tenebra","complete","
","[Diego Bassinello]","none","",0,0,"Tuesday, March 17th 2026","","Monday, February 23rd 2026, 12:52:43 pm -03:00","Thursday, March 26th 2026, 9:55:35 pm -03:00","Thursday, March 26th 2026, 9:55:35 pm -03:00","Thursday, March 26th 2026, 9:55:35 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[tenebra]","[Sprint]","[]","","","","","","",,0
"Task","868hkubkk","Padronizar UTMs","complete","
","[]","none","utm_padrao_luznegra.pdf Novo padrão gerado, agora vou enviar ao Raul para ele ajustar no site.  ",1,0,"Tuesday, June 16th 2026","","Monday, February 23rd 2026, 10:05:20 pm -03:00","Thursday, June 11th 2026, 11:56:06 pm -03:00","Thursday, June 11th 2026, 11:55:43 pm -03:00","Thursday, June 11th 2026, 11:55:43 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[site]","[Sprint]","[]","","","","","","",,0
"Task","868hm64pb","Casos Agentes - Rafão","pré-produção","
","[]","none","",0,0,"Saturday, August 1st 2026","","Tuesday, February 24th 2026, 2:49:55 pm -03:00","Tuesday, February 24th 2026, 2:56:29 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm65a8","Roadkill","edição","
","[]","none","",0,0,"Thursday, October 1st 2026","","Tuesday, February 24th 2026, 2:50:44 pm -03:00","Tuesday, February 24th 2026, 2:51:07 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm67eg","HQ Estreito","produção","
","[]","none","",0,0,"Friday, January 1st 2027","","Tuesday, February 24th 2026, 2:52:53 pm -03:00","Tuesday, February 24th 2026, 2:55:52 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm6a7y","Miralume","produção","
","[]","none","",0,0,"Friday, January 1st 2027","","Tuesday, February 24th 2026, 2:57:00 pm -03:00","Tuesday, February 24th 2026, 2:57:14 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hn13xr","Fastplay gratuito","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Tuesday, March 17th 2026","","Thursday, February 26th 2026, 12:04:32 am -03:00","Thursday, March 26th 2026, 9:55:36 pm -03:00","Thursday, March 26th 2026, 9:55:36 pm -03:00","Thursday, March 26th 2026, 9:55:36 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[tenebra, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868hq4mwv","Meta 50%","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Tuesday, March 3rd 2026","","Tuesday, March 3rd 2026, 11:14:25 am -03:00","Wednesday, March 4th 2026, 9:44:47 pm -03:00","Wednesday, March 4th 2026, 9:44:47 pm -03:00","Wednesday, March 4th 2026, 9:44:47 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, tenebra]","[Redes Sociais]","[]","","","","","","",,0
"Task","868j918hb","Enviar mensagem camisetas","complete","Enviar mensagem no WhatsApp para apoiadores de Infaernum que não responderam o formulário do tamanho da camiseta.
","[Pedro Alberto de Lima]","none","Mensagem enviada para os apoiadores  ✅",1,0,"Tuesday, April 14th 2026","","Tuesday, April 14th 2026, 8:13:25 pm -03:00","Wednesday, April 15th 2026, 3:41:32 pm -03:00","Tuesday, April 14th 2026, 8:13:33 pm -03:00","Tuesday, April 14th 2026, 8:13:33 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[infaernum]","[Sprint]","[]","","","","","","",,0
"Task","868j918ux","Reenviar mensagens camiseta","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Thursday, April 16th 2026","","Tuesday, April 14th 2026, 8:14:12 pm -03:00","Thursday, April 23rd 2026, 2:03:25 pm -03:00","Thursday, April 16th 2026, 10:55:50 am -03:00","Thursday, April 16th 2026, 10:55:50 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[infaernum]","[Sprint]","[]","","","","","","",,0
"Task","868j91zm6","Email - Últimos dias e 75%","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, April 15th 2026","","Tuesday, April 14th 2026, 9:05:53 pm -03:00","Thursday, April 23rd 2026, 2:03:23 pm -03:00","Wednesday, April 15th 2026, 11:37:41 pm -03:00","Wednesday, April 15th 2026, 11:37:41 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jatpd3","Meta Batida & Últimos Dias","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, April 22nd 2026","","Monday, April 20th 2026, 11:55:33 am -03:00","Thursday, April 23rd 2026, 2:03:16 pm -03:00","Wednesday, April 22nd 2026, 1:33:17 am -03:00","Wednesday, April 22nd 2026, 1:33:17 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jatpmf","Último dia formulário camisetas","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Monday, April 20th 2026","","Monday, April 20th 2026, 11:55:46 am -03:00","Thursday, April 23rd 2026, 2:03:21 pm -03:00","Monday, April 20th 2026, 11:56:14 am -03:00","Monday, April 20th 2026, 11:56:14 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[infaernum]","[Sprint]","[]","","","","","","",,0
"Task","868jatpzb","Meta Batida","complete","
","[Diego Bassinello]","none","",0,0,"Monday, April 20th 2026","","Monday, April 20th 2026, 11:56:06 am -03:00","Thursday, April 23rd 2026, 2:03:19 pm -03:00","Wednesday, April 22nd 2026, 1:33:29 am -03:00","Wednesday, April 22nd 2026, 1:33:29 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[tenebra, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868jcbknw","Últimos dias","complete","
","[Diego Bassinello]","none","",0,0,"Thursday, April 23rd 2026","","Thursday, April 23rd 2026, 2:01:52 pm -03:00","Tuesday, May 5th 2026, 2:54:30 pm -03:00","Tuesday, May 5th 2026, 2:54:30 pm -03:00","Tuesday, May 5th 2026, 2:54:30 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[criativo, tenebra]","[Redes Sociais]","[]","","","","","","",,0
"Task","868jcbky4","Últimos dias - Campanhas Catarse","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Thursday, April 23rd 2026","","Thursday, April 23rd 2026, 2:02:17 pm -03:00","Thursday, April 23rd 2026, 2:03:11 pm -03:00","Thursday, April 23rd 2026, 2:03:08 pm -03:00","Thursday, April 23rd 2026, 2:03:08 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[tenebra, newsletter]","[Sprint]","[]","","","","","","",,0
"Task","868jcbmqf","Atualização de Progresso","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, May 13th 2026","","Thursday, April 23rd 2026, 2:03:40 pm -03:00","Wednesday, May 13th 2026, 8:28:00 pm -03:00","Wednesday, May 13th 2026, 8:28:00 pm -03:00","Wednesday, May 13th 2026, 8:28:00 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jhx4xx","Landing Page de Breu","em progresso","
","[]","none","",0,0,"Friday, May 15th 2026","Thursday, May 7th 2026","Thursday, May 7th 2026, 11:03:12 am -03:00","Thursday, May 7th 2026, 11:04:00 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Landing Pages","[]","[]","","[Landing Pages]","[]","","","","","","",,0
"Task","868jhx5x0","Otimização de performasse ","to do","Otimização de imagens, revisão de scripts, limpeza de CSS/banco de dados, e testes de performance no PageSpeed.  
","[Raul Tribuzi]","none","",0,0,"Friday, May 22nd 2026","Monday, May 18th 2026","Thursday, May 7th 2026, 11:04:53 am -03:00","Thursday, May 7th 2026, 11:08:06 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Manutenção","[]","[]","","[Manutenção]","[]","","","","","","",,0
"Task","868jhx6t7","Sistema de Recompensas 2.0 (Financiamento Coletivo)","completo","Desenvolver fluxo sem cupons para resgate de recompensas. O cliente deve conseguir logar/identificar-se, visualizar seus itens e pagar apenas o frete em um checkout simplificado.
","[Raul Tribuzi]","HIGH","",0,0,"Thursday, October 29th 2026","Monday, June 1st 2026","Thursday, May 7th 2026, 11:06:25 am -03:00","Tuesday, August 4th 2026, 11:24:15 am -03:00","Tuesday, August 4th 2026, 11:24:15 am -03:00","Tuesday, August 4th 2026, 11:24:15 am -03:00","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jhx7xp","Transição Logística (Correios/Loggi para Melhor Envio)","to do","Marcar reunião de alinhamento para migrar do Correio Automático + Loggi separados para um hub como Melhor Envio (ou Kangu).
O objetivo principal é unificar as opções de frete no checkout e simplificar a rotina de despachos da Cah. 
","[Raul Tribuzi]","none","",0,0,"Monday, February 15th 2027","","Thursday, May 7th 2026, 11:08:55 am -03:00","Thursday, May 7th 2026, 11:09:56 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jkp3ca","Troca do webmania","to do","
","[]","none","",0,0,"","","Tuesday, May 12th 2026, 2:15:47 pm -03:00","Wednesday, June 10th 2026, 1:50:45 pm -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jkp8e9","REUNIÃO 12/05","complete","Plataforma Notas Fiscais
Raul e Stefano estão procurando alternativas para o WebMania
Landing Page
Raul vai finalizar a versão teste
Pedro vai revisar a LP
Saída do Correio Automático
Vamos aguardar a finalização da cobrança para trocar para o Melhor Envio
Nova padronagem de UTMs
Pedro vai mandar para Raul até final da semana para ajuste
","[]","none","",0,0,"","","Tuesday, May 12th 2026, 2:24:36 pm -03:00","Saturday, June 6th 2026, 10:45:09 pm -03:00","Saturday, June 6th 2026, 10:45:09 pm -03:00","Saturday, June 6th 2026, 10:45:09 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jkpdud","Relatorio de entregas por correios e loggi para saber como anda os envios","to do","
","[]","none","",0,0,"","","Tuesday, May 12th 2026, 2:32:45 pm -03:00","Tuesday, May 12th 2026, 2:32:45 pm -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jmcfvr","Landing Page BREU","complete"," 
","[]","none","Ajustes enviados para o Raul    ",1,0,"Monday, June 22nd 2026","","Wednesday, May 13th 2026, 8:28:14 pm -03:00","Tuesday, June 23rd 2026, 8:30:58 pm -03:00","Tuesday, June 23rd 2026, 8:30:58 pm -03:00","Tuesday, June 23rd 2026, 8:30:58 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[breu, site]","[Sprint]","[]","","","","","","",,0
"Task","868jmcg7e","Diferenças dos tipos de frete","backlog","
","[]","none","",0,0,"","","Wednesday, May 13th 2026, 8:29:18 pm -03:00","Tuesday, June 23rd 2026, 8:34:16 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jpfjek","SPRINT SEMANAL 12/05","complete","
","[]","none","ATA REUNIÃO 12/05   1. Plataforma Notas Fiscais   - Raul e Stefano estão procurando alternativas para o WebMania   2. Landing Page   - Raul vai finalizar a versão teste   - Pedro vai revisar a LP   3. Saída do Correio Automático   - Vamos aguardar a finalização da cobrança para trocar para o Melhor Envio   4. Nova padronagem de UTMs   - Pedro vai mandar para Raul até final da semana para ajuste  ",1,0,"Tuesday, May 12th 2026","","Tuesday, May 19th 2026, 2:04:10 pm -03:00","Tuesday, May 19th 2026, 2:04:33 pm -03:00","Tuesday, May 19th 2026, 2:04:15 pm -03:00","Tuesday, May 19th 2026, 2:04:15 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jpfjjr","SPRINT SEMANAL 19/05","complete","
","[]","none","",0,0,"Tuesday, May 19th 2026","","Tuesday, May 19th 2026, 2:04:28 pm -03:00","Tuesday, May 26th 2026, 7:36:42 pm -03:00","Tuesday, May 26th 2026, 7:36:42 pm -03:00","Tuesday, May 26th 2026, 7:36:42 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jtgdtx","Financiamento - Catedral dos Ímpios","em andamento","
","[]","none","",0,0,"Friday, July 10th 2026","","Tuesday, May 26th 2026, 3:39:18 pm -03:00","Thursday, July 9th 2026, 6:37:21 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[financiamento, catedral-impios]","[Sprint]","[]","Artes financiamento - Catedral dos Ímpios: https://app.clickup.com/t/868jwxcjr)","","","","","",,0
"Task","868jv8pcr","Liberação do PDF","complete","
","[]","none","",0,0,"Wednesday, June 3rd 2026","","Saturday, May 30th 2026, 11:44:49 am -03:00","Saturday, June 6th 2026, 10:43:56 pm -03:00","Saturday, June 6th 2026, 10:43:56 pm -03:00","Saturday, June 6th 2026, 10:43:56 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[infaernum, criativo, stories]","[Redes Sociais]","[]","","","","","","",,0
"Task","868jv8peg","Liberação do PDF","complete","
","[]","none","",0,0,"Tuesday, June 2nd 2026","","Saturday, May 30th 2026, 11:45:26 am -03:00","Tuesday, June 2nd 2026, 7:22:30 pm -03:00","Tuesday, June 2nd 2026, 7:22:30 pm -03:00","Tuesday, June 2nd 2026, 7:22:30 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jwxcjr","Artes financiamento - Catedral dos Ímpios","em andamento","Artes em formatos para:
Instagram (1350x1080)
Twitter/YouTube (1080x1080)
E-mail (definir)
","[]","none","",0,0,"Friday, July 10th 2026","","Tuesday, June 2nd 2026, 10:52:32 pm -03:00","Thursday, July 9th 2026, 6:37:24 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[financiamento, catedral-impios]","[Sprint]","[]","Financiamento - Catedral dos Ímpios: https://app.clickup.com/t/868jtgdtx)","","","","","",,0
"Task","868jxt4a3","Resgate seu livro no DOFF","complete","
","[]","none","",0,0,"Thursday, July 9th 2026","","Thursday, June 4th 2026, 4:59:06 pm -03:00","Thursday, July 9th 2026, 5:45:37 pm -03:00","Thursday, July 9th 2026, 5:45:37 pm -03:00","Thursday, July 9th 2026, 5:45:37 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[tenebra, criativo, infaernum]","[Redes Sociais]","[]","","","","","","",,0
"Task","868jyee27","Resgate seu livro no DOFF","em andamento","
","[]","none","",0,0,"","","Sunday, June 7th 2026, 8:57:14 pm -03:00","Tuesday, June 23rd 2026, 8:33:05 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jz6t4d","DOFF","complete","
","[]","none","Tag de preço   Banners (novidades, etc)   Logo da Luz Negra   Decorações   Luzes   Brindes bestas (bottons, adesivos, etc)  ",1,0,"Saturday, July 11th 2026","","Tuesday, June 9th 2026, 12:48:23 pm -03:00","Thursday, July 9th 2026, 6:37:13 pm -03:00","Thursday, July 9th 2026, 6:37:08 pm -03:00","Thursday, July 9th 2026, 6:37:08 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jz6u1q","Levantar material barato","complete","Aventura Poster
Aventura Folder
Posters
Camiseta
Boné
--
Posters de capa e ilustrações
Adesivos com ilustrações

","[]","none","",0,0,"Sunday, July 5th 2026","","Tuesday, June 9th 2026, 12:49:42 pm -03:00","Thursday, July 9th 2026, 5:47:27 pm -03:00","Thursday, July 9th 2026, 5:47:20 pm -03:00","Thursday, July 9th 2026, 5:47:20 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jz74dq","Liberação PDF apoiadores","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Monday, June 15th 2026","","Tuesday, June 9th 2026, 1:06:13 pm -03:00","Monday, June 15th 2026, 9:29:44 pm -03:00","Monday, June 15th 2026, 6:52:53 pm -03:00","Monday, June 15th 2026, 6:52:53 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, tenebra]","[Email Marketing]","[]","","","","","","",,0
"Task","868jz74mz","Liberação PDF para apoiadores","complete","
","[Pedro Alberto de Lima]","none","",0,0,"Monday, June 15th 2026","","Tuesday, June 9th 2026, 1:06:43 pm -03:00","Monday, June 15th 2026, 9:29:42 pm -03:00","Monday, June 15th 2026, 6:52:54 pm -03:00","Monday, June 15th 2026, 6:52:54 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[tenebra, stories, criativo]","[Sprint]","[]","","","","","","",,0
"Task","868jzfcxq","Regra dos 10 Conto","complete","
","[]","none","Email programado ✅",1,0,"Friday, June 12th 2026","","Tuesday, June 9th 2026, 11:54:08 pm -03:00","Thursday, June 11th 2026, 11:54:23 pm -03:00","Thursday, June 11th 2026, 11:54:23 pm -03:00","Thursday, June 11th 2026, 11:54:23 pm -03:00","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868jzz30p","Atualizar Brevo com apoiadores Tenebra","complete","
","[]","none","",0,0,"Wednesday, June 10th 2026","","Thursday, June 11th 2026, 7:12:54 am -03:00","Friday, June 12th 2026, 6:17:28 pm -03:00","Thursday, June 11th 2026, 7:13:01 am -03:00","Thursday, June 11th 2026, 7:13:01 am -03:00","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[tenebra, financiamento]","[Sprint]","[]","","","","","","",,0
